uid,barcode,ddn,location,itype,isbn,publishercode,pages,place,author,title,abstract,notes,seriestitle,copyrightdate,tags
1091,1980,823.087/MIN,Higher Secondary section,BKS,9789388326803,Talking cub,166p.,Delhi,"Minwalla, Shabnam",Nimmis dreadtastic detective days,Nimmi blushed and pulled her ponytail. She felt like she had walked into the last chapter of a mystery novel. She should have been smoking a pipe and making grand revelations.,,,2019,"""Mystery, Detective, Female Protagonist, Adventure, Intrigue, Suspense, Youth Literature, Crime, Young Adult Mystery, Detective Drama, Thriller, Coming of Age"""
1092,1981,823/OCO,Secondary section,BKS,9780062269720,Harpercollins childrens books,126p.,New york,"O'connor, Jane",Late breaking news,"When she decides that the articles in the latest issue of the Third Grade Gazette are not interesting enough, Nancy sets out to find some news worth reporting on",,Nancy Clancy,2017,"""Children's Literature"", ""Journalism"", ""Adventure"", ""School Life"", ""Problem Solving"", ""Third Grade"", ""News Reporting"", ""Girl Protagonist"", ""Child Journalist"", ""Determination"", ""Personal Growth"", ""Creativity"""
1093,1982,305.42/YOU,Higher Secondary section,BKS,9789354895609,Harpercollins childrens books,188p.,Gurugram,"Yousafzai, Malala",Dare to learn : the power of an educated girl,Dare to learn documents the journeys of twenty five exceptionally brave young girls who fought oppression and defied regressive social norms to go to school.,,,2022,"""Education, Women Empowerment, Social Issues, Girls' Education, Feminism, Brave Young Girls, Fight Oppression, Social Norms, True Stories, Inspirational Stories, Gender Equality, School, Biographic Accounts"""
1094,1983,954/RAM,Reference section,BKS,9789391028176,Hachette book,263p.,Gurugram,"Raman, Akila",The temple of treasures : and other incredible tales of indian monuments,Find answers to these questions and uncover many unexpected stories of remarkable monuments astounding powerful ruler and fabulous trasures in this book.,,,2022,"""Indian Monuments"", ""Incredible Tales"", ""Treasure Hunting"", ""Historical Landmarks"", ""Cultural Heritage"", ""Indian History"", ""Rulers and Kingdoms"", ""Archaeological Discoveries"", ""Travel and Adventure"", ""Mythology"", ""Indian Culture"", ""Historical Narratives"", ""Adventure Stories"", ""Mystery"", ""Exploration"""
1095,1984,R030/PAP,Reference section,BKS,9788181310989,Encyclopedia britanica inc.,252p.,Delhi,,Britannica ready reference encyclopedia : vol. 6 : La brea tar pits to Modernism,This book includes history science business politics people literature and the arts popular culture geography etc.,,,2006,"""Reference, Encyclopedia, History, Science, Business, Politics, People, Literature, Arts, Popular Culture, Geography, La Brea Tar Pits, Modernism"""
1096,1985,823/LET,Higher Secondary section,BKS,9780143331599,Puffin books,182p.,Delhi,,Lets play : the puffin book of sports stories,,,,2010,"""Sports Stories"", ""Children's Literature"", ""Puffin Books"", ""Sports"", ""Story Collection"", ""Youth Sports"", ""Physical Education"", ""Sports Fiction"""
1097,1986,599/BAG,Secondary section,BKS,9789350492345,Shree book centre,104p.,Mumbai,"Bagli, Katie",Mammals mighty and meek,Collection of 17 short stories,,Natures delights for young readers,2012,"""Short Stories Collection"", ""Mammals"", ""Animals"", ""Nature"", ""Wildlife"", ""Fiction"", ""Animal Stories"", ""Ecology"", ""Environmental Education"", ""Wildlife Conservation"", ""Storybook"", ""Children's Literature"""
1098,1987,598/BAG,Higher Secondary section,BKS,9789350492338,Shree book centre,97p.,Mumbai,"Bagli, Katie",Birds of different feathers,Collection of 18 short stories,,Natures delights for young readers,2012,"""Short Stories"", ""Collection"", ""Birds"", ""Nature"", ""Wildlife"", ""Diversity"", ""Animal Stories"", ""Ecology"""
1099,1988,595.7/BAG,Secondary section,BKS,9789350492802,Shree book centre,114p.,Mumbai,"Bagli, Katie",Intriguing insects,Collection of 24 short stories,,Natures delights for young readers,2012,"""Insects, Short Stories, Collection, Entomology, Nature, Wildlife, Educational, Science, Bug Stories, Non-fiction"""
1100,1989,823.92/NAI,Primary section,BKS,9788192594835,Duckbill books,77p.,Gurgaon,"Nair, Meera",Maya saves the day,,,Hole books,2013,"""Children's Literature, Adventure, Heroism, Female Protagonist, Empowerment, Problem-Solving"""
1101,199,428.076/REY,Teachers resources - Higher Secondary section,BKS,9781510421325,Hodder education,93p.,London,"Reynolds, John",Cambridge IGCSE first language english : workbook,We are working with cambridge assessment international education to gain endorsement for this forthcoming series.Reinforce learning and deepen understanding of the key concepts covered in the latest syllabus an ideal course companion or homework book for use throughout the course.,,,2018,"""Education, Cambridge IGCSE, English Language Studies, Course Material, Workbook, Homework Book, Self-Study, International Education, Language Learning, Key Concepts"""
1102,1990,823.92/NAI,Primary section,BKS,9789383331758,Duckbill books,65p.,Gurgaon,"Nair, Meera",Maya in a mess,,,Hole books,2016,"""Children's Literature, Adventure, Friendship, Life Lessons, Problem Solving, Youth Fiction, Maya (Character), Female Protagonist, Coming-of-Age, Humor"""
1103,1991,823.92/BIS,Primary section,BKS,9780143451167,Duckbill books,73p.,Gurgaon,"Biswas, Lesley D.",Chumki and the elephants,,,Hole books,2020,"""Children's Book, Adventure, Animals, Elephants, Friendship, Fiction, Female Protagonist, Cultural Context, Educational, Coming of Age"""
1104,1992,823.92/BIS,Primary section,BKS,9789387103153,Duckbill books,64p.,Gurgaon,"Biswas, Lesley D.",Unlucky chumki,,,Hole books,2019,Please provide more information or details about the book to generate tags.
1105,1993,823.92/LAL,Primary section,BKS,9789387103092,Duckbill books,65p.,Gurgaon,"Lal, Yashodhara",Peanut vs the piano  ,,,Hole books,2018,"""Children's Books, Humor, Music, Pianos, Adventure, Friendship, Personal Growth, Overcoming Challenges, Imaginative Play, Hobbies"""
1106,1994,823.92/LAL,Primary section,BKS,9789383331796,Duckbill books,64p.,Gurgaon,"Lal, Yashodhara",Peanut has a plan,,,Hole books,2016,"""Children's Literature, Adventure, Friendship, Problem Solving, Strategy, Goal-Setting, Animals, Humor, Life Lessons"""
1107,1995,823.92/VEN,Primary section,BKS,9789383331147,Duckbill books,66p.,Gurgaon,"Venkatesh, Arundhati",Petu pumpkin : tiffin thief,,,Hole books,2014,"""Children's Literature, Humor, Friendship, Food and Cooking, School Stories, Adventure, Problem Solving"""
1108,1996,823.92/RAO,Primary section,BKS,9789387103030,Duckbill books,63p.,Gurgaon,"Rao, Shruti",Susie will not speak,,,Hole books,2018,"""Children's Books, Speech Issues, Friendship, Conflict Resolution, Family Relationships, School Stories, Social Themes, Behavior"""
1109,1997,823.92/VEN,Primary section,BKS,9789387103078,Duckbill books,65p.,Gurgaon,"Venkatesh, Arundhati",Petu pumpkin : cheater peter,,,Hole books,2018,"""Children's Books, Humor, Fiction, Petu Pumpkin, Cheater Peter, Prank Stories, Fun Learning, Character Learning, Morality Stories, Kids Adventure"""
1110,1998,491.468/MAN,Teachers resources - Primary section,BKS,9789351999126,New saraswati house,104p.,Delhi,"Mane, Leena Suresh",माझे मराठी 1 / Majhe marathi 1 : text - cum workbook,,,,2017,"""Marathi Language, Workbook, Textbook, Learning Material, Marathi Learning, Language Study, Educational, Language Workbook, Indian Languages, Self-study"""
1111,1999,491.46/MAN,Teachers resources - Secondary section,BKS,9789386384560,Periwinkel books,80p.,Aurangabad,"Mane, Leena Suresh",सदाफुली मराठी : भाग 7 / Sadafuli marathi : bhag 7,,,Sadaphuli marathi,2017,"""Marathi Literature, Indian Languages, Series Book, Marathi Book, Part 7"""
1112,2,510.076/BYR,Teachers resources - Secondary section,BKS,9781108771405,Cambridge university press,221p.,Cambridge,"Byrd, Lynn",Cambridge lower secondary Mathematics : teachers resource 7,,,,2021,"""Education, Mathematics, Teaching Resources, Cambridge Lower Secondary, Math Curriculum, Teacher's Guide, Academic, Secondary Education, Mathematics Education, School Resources, Professional Development"""
1113,20,510.076/BYR,Teachers resources - Higher Secondary section,BKS,9781108783897,Cambridge university press,182p.,Cambridge,"Byrd, Lynn",Cambridge lower secondary mathematics : teachers resource 9,,,,2021,"""Education, Mathematics, Teaching Resource, Secondary Education, Cambridge Curriculum, Teacher's Guide, Study Material, Cambridge Lower Secondary, STEM Education"""
1114,200,510.076/PIM,Teachers resources - Higher Secondary section,BKS,9781510421707,Hodder education,95p.,London,"Pimentel, Ric",Cambridge IGCSE mathematics core and extended : workbook : fourth edition,,,,2018,"""Education, Mathematics, IGCSE, Cambridge, Workbook, Extended Mathematics, Core Mathematics, Study Guide, Fourth Edition, Exam Preparation, Academic Textbook"""
1115,2000,491.468/MAN,Teachers resources - Primary section,BKS,9789351999140,New saraswati house,76p.,Delhi,"Mane, Leena Suresh",माझे मराठी ३ / Majhe marathi 3 : text - cum workbook,,,,2017,"""Marathi Language, Workbook, Textbook, Language Learning, Marathi Text-cum-Workbook, Educational, Language instruction"""
1116,2001,491.468/MAN,Teachers resources - Primary section,BKS,9789351999157,New saraswati house,80p.,Delhi,"Mane, Leena Suresh", माझे मराठी ४ / Majhe marathi 4 : text - cum workbook,,,,2017,"""Marathi Language Learning, Workbook, Textbook, Education, Language Study, Marathi Curriculum, Marathi Course, Learning Material, Indian Languages, Language Practice, Language Development, Bilingual Education"""
1117,2002,491.468/MAN,Teachers resources - Secondary section,BKS,9789352728930,New saraswati house,80p.,Delhi,"Mane, Leena Suresh", माझे मराठी ६ / Majhe marathi 6 : text - cum workbook,,,,2017,"""Marathi Language, Workbook, Textbook, Language Learning, Marathi Grammar, Education, Study Guides, Self-Study"""
1118,2003,491.468/JAD,Teachers resources - Primary section,BKS,9788184693706,Chetana publication,112p.,Mumbai,"Jadhav, Milind",मराठी पाठ्यपुस्तक ३ / Marathi pathypustak 3,,,Nine hats,,"""Marathi, Textbook, Grade 3, Primary Education, Language Learning, Marathi Language Education, Indian Language, Reading Material, Instructional Book"""
1119,2004,491.468/JAD,Teachers resources - Primary section,BKS,9788184693737,Chetana publication,104p.,Mumbai,"Jadhav, Milind",मराठी पाठ्यपुस्तक ४ / Marathi pathypustak 4,,,Nine hats,,"""Marathi, Textbook, Grade 4, Elementary Education, Marathi Language Learning, Indian Language, School Material, Marathi Education"""
1120,2005,491.468/JAD,Teachers resources - Secondary section,BKS,9788184693744,Chetana publication,104p.,Mumbai,"Jadhav, Milind",मराठी पाठ्यपुस्तक ५ / Marathi pathypustak 5,,,Nine hats,,"""Marathi, Language Learning, Textbook, Grade 5, Education, School Curriculum, Primary Education, Maharashtra Education Board, Marathi Language Study, Student Resources"""
1121,2006,491.468/GRA,Teachers resources - Primary section,BKS,9788124325599,Grafalco,72p.,Mumbai,Grafalco,मराठी ३ / Marathi 3,,,Grafalco,2021,"""Marathi, Language Learning, Marathi Language Tutorial, Indian Languages, Language Proficiency, Multilingualism, Self-study"""
1122,2007,491.468/GRA,Teachers resources - Primary section,BKS,9788124325605,Grafalco,72p.,Mumbai,Grafalco,मराठी ४ / Marathi 4,,,Grafalco,2021,"""Marathi Language, Educational Book, Language Learning, Indian Languages, Skill Development, Marathi Literature, Language Proficiency, Language Course, Self-Learning"""
1123,2008,491.468/GRA,Teachers resources - Secondary section,BKS,9788124325612,Grafalco,72p.,Mumbai,Grafalco,मराठी ५ / Marathi 5,,,Grafalco,2021,"""Marathi Language, Education, Elementary Level, Learning Materials, Indian Languages, Study Guides, Language Acquisition, Multilingual, Textbooks"""
1124,2009,491.468/GRA,Teachers resources - Secondary section,BKS,9788124332504,Grafalco,80p.,Mumbai,Grafalco,मराठी ६ / Marathi 6,,,Grafalco,2021,"""Marathi, Language Learning, Indian Languages, Educational, Study Guide, Self Learning, Marathi Language Teaching, Linguistics, India"""
1125,201,510.076/PIM,Teachers resources - Higher Secondary section,BKS,9781510421677,Hodder education,95p.,London,"Pimentel, Ric",Cambridge IGCSE core mathematics : workbook,,,,2018,"""Education, Mathematics, IGCSE, Cambridge IGCSE, Core Mathematics, Workbook, Study Material, Exam Preparation, Math Exercises, Educational Workbook"""
